#,Name,Address,Atoll,Island,District,Rooms,Beds,Phone,Fax,Email,Website,Operator,Owner/Lesse
755,Trip Villa,Baabul Avaali,Alifu Alifu,Ukulhas,,5,10,7787864,,tripvillaukulhas@gmail.com,tripvillamaldives.com,"Vittaahil Pvt. Ltd.
Ma. Jambumaage Aage
Kaminee Magu
Male', Republic of Maldives","Husna Ibrahim 
Fenfiyaazge
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
756,Triton Beach,"White Fish, Ziyaarai Magu",Kaafu,Maafushi,,22,44,7745448,,info@tritonbeachhotel.com,www.tritonbeachhotel.com,"Triton Group Pvt Ltd 
White Fish
Ziyaaraiy Magu
Maafushi, Kaafu Atoll
Republic of Maldives","Ali Muruthala 
White Fish
Maafushi, Kaafu Atoll
Republic of Maldives"
757,Triton Prestige,"Gulbakaage, Valu Magu",Kaafu,Maafushi,,48,96,7701273,,info@tritonhotelsandtours.com,www.tritonhotelsandtours.com,"Triton Group Pvt Ltd 
White Fish
Ziyaaraiy Magu
Maafushi, Kaafu Atoll
Republic of Maldives","Mohamed Rasheed 
Gulbakaage
Maafushi, Kaafu Atoll
Republic of Maldives"
758,Tropic Tree,Asseyri,Kaafu,Gulhi,,11,22,791683,"7799884
3312535",admin@tropictreemaldives.com,,"Tropic X Maldives Pvt Ltd 
Chandanee House. K. Gulhi
Republic. of Maldives","Faiza Mohamed 
Asseyri
K.Gulhi
Republic. of Maldives"
759,Tropica Inn & Guest House,"Fashala, Haveeree Hingun",Raa,Alifushi,,4,8,9495656 / 9965656,,tropica.alifushi@gmail.com,,"Tropica Restaurant & Cafe (SP)
Hassan Shareef
M. Ocean Reed
Fareedhee Magu
Male', Republic of Maldives","Ahmed Shareef 
Dhaftharu. No RS 3931
Male', Republic of Maldives"
760,Tropica Thoddoo Inn,"Nooraaneemaage, Carnation Magu",Alifu Alifu,Thoddoo,,6,12,9183508,,zaffanahmed8204@gmail.com,,"My Tropica (SP)
Ahmed Zafaan 
Summer Blue
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Khadeeja Moosa 
Nooraaneemaage
Thoddoo, Alifu Alifu Atoll
Republic of Maldives"
761,Tropical Biosphere,Munich,Baa,Kamadhoo,,7,14,7779133,3300949,hussainaman@thehawks.biz,,"Mafhaa Pvt Ltd 
H. Sonary
Male', Republic of Maldives","Hussain Aman
Munich
Kamadhoo, Baa Atoll
Republic of Maldives"
762,Tropical Lodge,"Savaadhee, Ameenee Magu",Haa Dhaalu,Hanimaadhoo,,6,12,7936133,,tropical.lodge.gt@gmail.com,,"Tropical Lodge (SP)
Aminath Rasheeda 
Kudhiruvaalige
Hanimaadhoo, Haa Dhaalu Atoll
Republic of Maldives","Aminath Rasheeda
Kudhiruvaalige
Hanimaadhoo, Haa Dhaalu Atoll
Republic of Maldives"
763,Tropical Sands Kelaa,Ilaa & Hasthee,Haa Alifu,Kelaa,,8,16,7778481 / 7773459,3327442,info@tropicalsandskelaa.com,,"Abdulla Rasheed 
M. Exora
Male', Republic of Maldives","1. Ramiza Adam Moosa /Finifenmaage
Kelaa, Haa Alifu Atoll, Republic of Maldives 2. Moosa Jaleel / Dhanbumaage
Kelaa, Haa Alifu Atoll, Republic of Maldives"
764,True South,Thaaj,Seenu,Maradhoo,,7,14,7415750,,regeneration.mv@gmail.com,,"Regeneration Pvt Ltd 
Dhilkushaage
Maradhoo, Seenu Atoll
Addu City, Republic of Maldives","Ibrahim Ahmed
Mary Rose
Maradhoo, Seenu Atoll
Addu City, Republic of Maldives"
765,Turquoise Residence,Hulhumale' Lot No. 11054 Nirolhu Magu,Kaafu,Male',Hulhumale',18,36,9862522,,info@uihotels.com,www.uihotels.com,"United International (UI) Pvt Ltd 
Ma. Nalage
Keneree Magu
Male', Republic of Maldives","Hawwa Lamha Abdul Rasheed 
Ma. Berianfaru
Male', Republic of Maldives"
766,Turtle Maldives,Happy Flower,Alifu Dhaalu,Omadhoo,,6,12,"7887979
7904456
9999197",,info@turtlemaldives.com,www.turtlemaldives.com,"Turtle Maldives Pvt Ltd 
Muiy
Keneree Magu
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Mohamed Sobah
Happy Flower
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives"
767,Turtle Nest,"Uthuru Avah, Coral Garden, Bodureyni Goalhi",Haa Dhaalu,Finey,,4,8,9795351,,amjadabdul979@gmail.com,,"Turtle Nest (SP)
Amjad Abdul Raheem 
Kurengi
Kulhudhuffushi, Haa Dhaalu Atoll
Republic of Maldives","Mohamed Adam 
Kulhlhavahge
Kulhudhuffushi, Haa Dhaalu Atoll
Republic of Maldives"
768,Turtle Retreat,"Haveylee, Ziyaarai Magu",Shaviyani,Goidhoo,,4,8,7905588,,turtleretreat.mv@gmail.com,,"Haveyli Retreat (SP)
Ali Shareef 
Haveylee
Goidhoo, Shaviyani Atoll
Republic of Maldives","Ali Shareef 
Haveylee
Goidhoo, Shaviyani Atoll
Republic of Maldives"
769,Udhares Inn,"Fashuvi, Moorithi Hingun",Haa Alifu,Dhidhdhoo,,8,16,7656766,,udaresinnmaldives@gmail.com,,"Udares Inn Pvt Ltd 
Fashuvi
Dhidhdhoo, Haa Alifu Atoll
Republic of Maldives","Ibrahim Rasheed 
Cheynu Villa
Dhidhdhoo, Haa Alifu Atoll
Republic of Maldives"
770,Ufa Escape,"Malas
Adh. Dhigurah",Alifu Dhaalu,Dhigurah,,5,10,9692575,9692575,info@ufamv.com,,"Ufa Holdings Pvt Ltd 
Ma. Aathila
Sheeraazee Goalhi
Male', Republic of Maldives","Aishath Shahla 
Naseemee Villa
Dhigurah, Alifu Dhaal Atoll
Republic of Maldives"
771,Ukulhas Beach Inn,Mirihimaage,Alifu Alifu,Ukulhas,,8,16,7773613,,info@ukulhasbeachinn.com,,"Afeefa Ahmed 
Udhares
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Shaukath Ibrahim
Ever Blue
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
772,Ukulhas Beach Villa,Recon City,Alifu Alifu,Ukulhas,,3,6,"9662299
7774225",,info@beachvillaukulhas.com,,"Ahmed Abdulla 
Vaarey Villa
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Shareefa Ibrahim 
Vaarey Villa 
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
773,Ukulhas View,"Everlast, Vashaa Magu",Kaafu,Ukulhas,,4,8,9906004,,ukulhasview@gmail.com,www.ukulhasview.com,"Ukulhas View Pvt Ltd
Luxury View
Ukulhas, Alifu Alifu Atoll
Republic of Maldives","Thauleema Ali
Reynige
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
774,Ukulhas Villa,Nooru Manzil,Alifu Alifu,Ukulhas,,4,8,7785514,,info@ukulhasvilla.com,www.ukulhasvilla.com,"Ahmed Haleem
Carnationmaage 
Ukulhas, Alifu Alifu Atoll 
Republic of Maldives","Aishath Mohamed 
Carnationmaage 
Ukulhas, Alifu Alifu Atoll
Republic of Maldives"
775,Umet Seaview,Loajehige,Kaafu,Male',Henveiru,11,22,3301005,3301005,info@umetseaview.com,www.umetseaview.com,"Umet Investment 
Abdul Mueed Abdulla 
Umet Villa
Thinadhoo, Gaafu Dhaalu Atoll
Republic of Maldives","1. Ismail Manik  
H. Loajehi Aage, Male', Maldives
2. Khadeeja Ismail
H. Loajehi Aage, Male', Maldives
3. Wajeedha Ismail
H. Loajehi Aage, Male', Maldives
Hamdhoona Ismail
4. H. Loajehi Aage, Male', Maldives"
776,Umet Stay,Umet Villa,Gaafu Dhaalu,Thinadhoo,,12,24,6848877,6846666,info@umetconstruction.com,,"Umet Construction Pvt Ltd 
H. Lunchmead
Majeedhee Magu
Male', Repubulic of Maldives","Abdul Mueed Abdulla 
Umet Villa
GDh. Thinadhoo
Republic of Maldives"
777,Unima Grand,"H. Unima Fehi, Roashanee Magu",Kaafu,Male',Henveiru,39,78,4005005,4005006,"info@unimagrand.com
reservation@unimagrand.com",www.unimagrand.com,"IAMS Group Pvt Ltd 
H. Uligamuge
Sosun Magu
Male', Republic of Maldives","Zubaida Hussain 
G. Blue Lagoon
Male', Republic of Maldives"
778,Unimaa Cottage,Meyazin,Alifu Alifu,Rasdhoo,,3,6,9801516,,ameelia@gmail.com,,"Unimaa Cottage
Ameelia Hussain
Fares Avah, Aladhanduge
Faresmaathoda, Gaafu Dhaalu Atoll
Republic of Maldives","Zabeena Hassan 
Meyazin
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
779,Unwind Dhigurah,"Dhiguveli, Fareedhee Magu",Alifu Dhaalu,Dhigurah,,7,14,7988694,,unwind.dhigurah@gmail.com,,"Empress (SP)
Aishath Himla 
M. Mercury
Male', Republic of Maldives","Aishath Himla 
M. Mercury
Male', Republic of Maldive"
780,Vaali Beach Lodge,Manaam,Vaavu,Felidhoo,,8,16,7908421,,info@lvmhotels.com,www.lvmhotels.com,"L.V.M Hotels Pvt Ltd 
V. Manhal
Finivai Hingun
Male', Republic of Maldives","Moomina Abdul Ganee 
Manaam
Felidhoo, Vaavu Atoll
Republic of Maldives"
781,vaaruge residence,mina,Gaafu Dhaalu,Hoandehdhoo,,10,20,9997411,,vaavugeresidence@gmail.com,vaarugeresidence.com,"Ahmed Ugail (A023763)
Huvafenee Goalhi
Male', Republic Of Maldives","1- Abdul Salaam Ahmed (355559)
     Dhaftharu No RS541
     Male', Republic of maldives
2- Dhuaa Ahmed (A355560)
     Dhaftharu No Dh-R 542
     Male', Republic of maldives
3- Sayyaf Ahmed (A355561)
     Dhaftharu No Dh R941
     Male', Republic Of Maldives
4- Dhauhaa Ahmed (A341888)
      Dhaftharu No Dh R 1317
     Male', Republic Of Maldives
5- Ahmed Ujail (A023763)
     G.Chaandhu
      Male', Republic Of Maldives"
782,Vacation Home,Blue house,Alifu Alifu,Thoddoo,,3,6,9900005,,info@vacationhomemaldives.com,www.vacationhomemaldives.com,"Moosa Majdhee 
Nooali, AA. Thoddoo
Republic of Maldives","1. Mohamed Naseem, Nooali, AA. Thoddoo
2. Moosa Majdhee , Nooali, AA. Thoddoo
3. Khadheeja Moosa , Nooali, AA. Thoddoo
4. Aminath Nasra , Nooali, AA. Thoddoo
5. Mariyam Rana , Nooali, AA. Thoddoo 
6. Aminath Reesham , Nooali, AA. Thoddoo"
783,Vashafaru Inn,Kausar,Haa Alifu,Vashafaru,,6,12,7798002,,stay@vashafaru.com,www.vashafaruinn.com,"Vashafaru Inn Pvt Ltd 
Kausar,
HA.Vashafaru
Male', Republic of Maldives","Abdullah Shakir
Kausar
HA. Vashafaru
Republic of Maldives"
784,Velaa Garden View,"Raasthaa, Sosun Magu",Noonu,Fodhdhoo,,5,10,7868318 / 7926431,,booking@velaagardenview.com,,"Raastha Company Pvt Ltd 
Raasthaa
Fodhdhoo, Noonu Atoll
Republic of Maldives","Ibrahim Shareef Moosa 
Raasthaa
Fodhdhoo, Noonu Atoll
Republic of Maldives"
785,Velana Beach,"Beach Rest, Miskiy Magu",Kaafu,Maafushi,,10,20,7777765,,hello@visitvelana.com,http://www.visitvelana.com/,"Reveille Pvt Ltd 
M. Kiara
Fulooniya Magu
Male', Republic of Maldives","Mohamed Mueen 
Beach Rest
Maafushi, Kaafu Atoll
Republic of Maldives"
786,Velana Blu,Hudhuakiri,Kaafu,Maafushi,,18,36,7777765,,hello@visitvelana.com,http://www.visitvelana.com/,"Reveille Pvt Ltd 
M. Kiara
Fulooniya Magu
Male', Republic of Maldives","Abdul Gafoor Adam
Hudhuakiri
Maafushi, Kaafu Atoll
Republic of Maldives"
787,Veli Beach Inn,Handhuvaru,Alifu Alifu,Mathiveri,,6,12,7944345/7917110,,abbasibra.ibrahim@gmail.com,www.sunrisebeachmaldives.com,"Abbas Ibrahim 
Merry Corner
Holhudhoo, Noonu Atoll","Adam Areef 
Handhuvaru
Mathiveri, Alifu Alifu Atoll
Republic of Maldives"
788,Veli Inn,Janbugasdhoshuge,Haa Alifu,Dhidhdhoo,,3,6,"9754667
9754667",,veliinn19@gmail.com,,"Veli Inn Pvt Ltd 
Utheemuge
Nooraanee Magu
Ha. Utheem
Republic of Maldives","Aminath Ali 
Janbugasdhoshuge
Ha. Dhihdhoo
Republic of Maldives"
789,Veli Thoddoo Inn,Rasain,Alifu Alifu,Thoddoo,,3,6,7629675,9188422,rilwanmohamed@outlook.cm,,"Mohamed Rilwan 
Green Villa
AA. Thoddoo
Republic of Maldives","Shaira Abdullah 
AA. Thoddoo
Republic of Maldives"
790,Veli Vilaa,Handhuvaree Aage,Kaafu,Dhiffushi,,4,8,7779046,,velivilaa@gmail.com,,"Ahmed Midhath 
Ma. Vaadheege
Majeedhee Magu
Male', Republic of Maldives","Ahmed Zuhair 
Handhuvareege
K. Dhiffushi
Republic of Maldives"
791,Vengeheli,Binaa,Baa,Kendhoo,,5,10,9199969,,vengeheli@gmail.com,www.vengeheli.com,"Aboobakuru Abdul Sattar
Boduhirige
B. Kendhoo
Republic of Maldives","Ibrahim Aboobakuru 
Janbumaage
B. Kendhoo
Republic of Maldives"
792,Venus Villa,Venus villa,Vaavu,Keyodhoo,,4,8,7802005,,mohamedmaiz97@gmail.com,,"Saeeda Abdul Latheef
Dhaftharu No: 4768
Male'
Republic of Maldives","Hawwa Ali Didi
Venus villa
V. Keyodhoo
Republic of Maldives"
793,Vevu Villa Fenfushi,Fithuroanuge,Alifu Dhaalu,Fenfushi,,6,12,"7775323
7912662",,mauroof@gmail.com,"mauroof@gmail.com
sunnywatersmv@gmail.com","Sunny Waters Private Limited 
Hulhumale' Lot 11176, 1A
Chambeylee Magu 
Republic of Maldives","Mohamed Aboobakuru 
Alamaage
Fenfushi, Alifu Dhaalu Atoll
Republic of Maldives"
794,Veyo Retreat,Aaraasthu,Thaa,Veymandoo,,4,8,7255056,7255058,veyoretreat@gmail.com,,"Abdulla Shareef Abdul Fathah 
veyodhoshuge 
Veymandoo , Tha Atoll 
Republic of Maldives","Abdulla Shareef Abdul Fathah 
Veyodhoshuge 
Veymandoo , Tha Atoll 
Republic of Maldives"
795,Veyvah Inn Maldives,Husnuheenaage,Meemu,Veyvah,,3,6,7595939,,veyvahinn@gmail.com,,"	
Holiday Inn Veyvah Maldives 
Muraka
Filigas Magu
Veyvah, Meemu Atoll
Republic of Maldives","Fathimath Saeeda 
Muraka
Veyvah, Meemu Atoll
Republic of Maldives"
796,Villa Buruni Maldives,"Anaarukaly, Aazaadhee Hingun",Thaa,Buruni,,3,6,9835209 / 7777043,,info@villaburuni.com,www.villaburuni.com,"Aarunooru Store (SP)
Hassan Habeeb 
Aarunooruge
Buruni, Thaa Atoll
Republic of Maldives","Azeeza Gasim 
Aarunooruge
Buruni, Thaa Atoll
Republic of Maldives"
797,Villa Kamadhoo,Love Nest,Baa,Kamadhoo,,,5,10,,kamadhooinn@gmail.com,www.kamadhoomaldives.com,"""Mr. Brothers Pvt Ltd (C-0318/2009)
Dolphin House
B. Kamadhoo
Republic of Maldives""","""Ahmed Riza (A074226)
Gulzaaruge
B. Kamadhoo
Republic of Maldives"""
798,Villa Kudi Maldives,Iyurish,Kaafu,Thulusdhoo,,4,8,9565713,,villakudi@gmail.com,http://www.villakudimaldives.com/,"Deef Private Limited 
Dhigudhuni
Thulusdhoo, Kaafu Atoll
Republic of Maldives","Legal heirs of late Ibrahim Rauf 
Iyurish
Thulusdhoo, Kaafu Atoll
Republic of Maldives"
799,Villa Rosa,"Sosunge, Sosun Magu",Alifu Alifu,Feridhoo,,5,10,7489674,,info@villarosemaldives.com,www.villarosemaldives.com,"Villa Rosa (SP)
Mohamed Niham 
M. Oden Avenue
Male', Republic of Maldives","Hassan Mohamed 
Sosunge
Feridhoo, Alifu Alifu Atoll
Republic of Maldives"
800,Villa Stella,Stella,Dhaalu,Ribidhoo,,3,6,7783550,3340594,info@housemaldives.com,www.housemaldives.com,"Ali Shareef 
Stella
Rinbudhoo, Dhaalu Atoll 
Republic of Maldives","Ali Shareef 
Stella
Rinbudhoo, Dhaalu Atoll 
Republic of Maldives"
801,Village Hideaway & Spas,"Beach Home
Vaadhee
Finihiyaa",Baa,Fulhadhoo,,11,22,"7844111
7904111
7774111",,info@villagehideaways.com,www.villagehideaways.com,"Tourjours Partners Pvt. Ltd. 
G. Baani
Male', Republic of Maldives","1. Mohamed Imran 
Guleynooranmaage, B. Fulhadhoo, Republic of Maldives
2. Ibrahim Niyaz 
Helebeligasdhoshuge, B. Fulhadhoo, Republic of Maldives
3. Mohamed Niyaz 
Helebeligasdhoshuge, B. Fulhadhoo, Republic of Maldives"
802,Village Life,Raiyfusge,Gaafu Alifu,Maamendhoo,,4,8,7779924,,info@villagelifemaldives.com,http://www.villagelifemaldives.com/,"Divo (SP)
Abdulla Rasheed 
Venus
Maamendhoo, Gaafu Alifu Atoll
Republic of Maldives","Abdulla Rasheed 
Venus
Maamendhoo, Gaafu Alifu Atoll
Republic of Maldives"
803,Village Waves,"Fenkuri, Miskiy Magu",Kaafu,Himmafushi,,8,16,7796696,,villagewaves.himmafushi@gmail.com,,"Emeritus Maldives Pvt Ltd 
M. Morning House, 2nd Floor
Muiveyo Magu
Male', Republic of Maldives","Mohamed Yoosuf 
M. Fengas
Male', Republic of Maldives"
804,Vilu Beach Fulhadhoo,Red Rose,Baa,Fulhadhoo,,3,6,9849999,,info@vilubeach.com,www.vilubeach.com,"Otium Private Limited 
White Rose
N. Lhohi
Republic of Maldvies","Ahmed Mausoom 
Red Rose
B. Fulhadhoo
Republic of Maldives"
805,Vilu Rest,Hulhumale' Lot. No. 11010,Kaafu,Male',Hulhumale',15,30,3352838,3352838,sales@vilurest.com,www.vilurest.com,"Aminath Abdulla
Saadhaabu
Adh. Dhangethi
Republic of Maldives","Aminath Abdulla
Saadhaabu
Adh. Dhangethi
Republic of Maldives"
806,Vilu Thari Inn Maldives,Vilaadhashuge,Alifu Dhaalu,Mahibadhoo,,7,14,7978822,,viluthari-maldives@gmail.com,,"Momahmed Sabah 
Seven Star, 
Mahibadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Abdulla Nasir Hassan 
Seven Star
Malhibadhoo, Alifu Dhaalu Atoll
Republic of Maldives"
807,Vilu Veli Holiday Retreat,"Kaani, Nika & Funa
Mirihi Magu",Haa Dhaalu,Hanimaadhoo,,16,32,,,dr.shafeeu@gmail.com,,"Awesome Properties Pvt Ltd 
M. Haveeree Manzaru 1A
Shaheed Ali Hingun
Male', Republic of Maldives","1. Dr. Mohamed Waheed Hassan /Ma. Ureeka, MMale', Republic of Maldives
2. Ilham Hussain / M. Javaahiru Vaadhee, Male', Republic of Maldives
3. Widhadh Waheed/ Ma. Ureeka, Male', Republic of Maldives"
808,Vinca Bloom,"Haikolhu, Boduthakurufaanu Magu, Uthuru Avah",Haa Dhaalu,Makunudhoo,,5,10,7904977,,ahmedrazy3702@gmail.com,,"Tune-Up (SP)
Ahmed Razy 
Haikolhu
Makunudhoo, Haa Dhaalu Atoll
Republic of Maldives","Ahmed Razy
Haikolhu
Makunudhoo, Haa Dhaalu Atoll
Republic of Maldives"
809,Vinorva,Block no: 31,Kaafu,Male',Villimale',29,58,"3399933
7788595",3399911,mv@vinorvamaldives.com,www.vinorvamaldives.com,"Vinorva Maldives Pvt Ltd 
V. Vasmeeru Fiya
Burevi Goalhi
Vilingili
Republic of Maldives","Lesser : Ninety 9 Holdings 
V. Vasmeeru Fiya
Burevi Goalhi
Vilimale', Republic of Maldives"
810,Vinorva Green,Altivailis,Kaafu,Maafushi,,7,14,7788595,,mv@vinorvamaldives.com,www.vinorvamaldives.com,"Vinorva Maldives Pvt Ltd 
V. Vasmeeru Fiya
Male', Republic of Maldives","Mohamed Waseem 
Red Sea
Maafushi, Kaafu Atoll
Republif of Maldives"
811,Vinorva Wave,Unique,Kaafu,Thulusdhoo,,7,14,"7908595
7788595",,mv@vinorvamaldives.com,www.vinorvamaldives.com,"Vinorva Maldives Pvt Ltd 
V. Vasmeeru Fiya
Burevi Goalhi
Vilingili
Republic of Maldives","Abdul Rasheed 
Unique
K. Thulusdhoo
Republic of Maldives"
812,Violet Inn,1. Violet ge 2. Shal Villa Ameeneemagu,Baa,Dharavandhoo,,8,16,7481149,,mubyn.mm@gmail.com,,"Blue Surge LLP 
G. Rimaal, Ground Floor
Lonuziyaarai Magu
Male', Republic of Maldives","Owner of Violet ge:
1. Aishath Sabana
Violet ge
Dharavandhoo, Baa Atoll
Republic of Maldives
Owner of Shal Villa:
2. Fathimath Siyama 
Violet ge
Dharavandhoo, Baa Atoll
Republic of Maldives"
813,Vision Inn,"Vision, Alikatheeb Magu, Gaafu Alifu, Villingili",Gaafu Alifu,Villingili,,4,8,9991523,,visioninnn@gmail.com,,"Vision Investment (SP)
Ramziyya Jameel 
Vision
Villingili, Gaafu Alifu Atoll
Republic of Maldives","Bushry Mohamed 
Vision
Villingili, Gaafu Alifu Atoll
Republic of Maldives"
814,Vista Beach Retreat,Hulhumale’ Lot. No 10669,Kaafu,Male',Hulhumale’,12,24,3350955,3350954,manager@vistabeachretreat.com,www.vistabeachretreat.com,"Vista Company & Travel Services Pvt Ltd 
M. Rowville (3rd Floor) 
Fareedhee Magu 
Male', Republic of Maldives","Vista Company & Travel Services Pvt Ltd 
M. Rowville (3rd Floor) 
Fareedhee Magu 
Male', Republic of Maldives"
815,Vista Villa,Vinavi,Seenu,Hithadhoo,,9,18,"7726060
9999907",,info@vistavilla.net,www.vistavilla.net,"Neon Catering Services Pvt Ltd 
Meadow Land
Neeloafaru Magu
Hithadhoo, Seenu Atoll
Republic of Maldives","Ondhigo Private Limited 
M. Reef Villa
Male', Republic of Maldives"
816,VIVA Beach and Spa Maldives,Dhilbahaaruge,Alifu Dhaalu,Hangnaameedhoo,,12,24,7796938,,vivabeachmaldives@gmail.com,www.vivabeachmaldives.com,"Viva Beach and spa Maldives (SP) 
Abdulla Imran 
Asseyri 
Nasrumagu
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Aishath Hameedha 
Ma. Astral Aage 
Male', republic of Maldives"
817,Water Seven,Parindage,Kaafu,Maafushi,,7,14,7793893,,watersevenmv@gmail.com,,"Ocean Cargo Maldives Pvt Ltd 
M. Male Gum
Male', Republic of Maldives","Ahmed Wafir 
Parindage
Maafushi, Kaafu Atoll
Republic of Maldives"
818,Wave Sound by 3S Maldives,426/2012/06 Kuleebin,Seenu,Maradhoo Feydhoo,,7,14,9992793,6893536,info@3smaldives.com,www.3smaldives.com,"3S Maldives Pvt Ltd 
Maadhela 
Feyshoo, Seenu Atoll 
Republic of Maldives","Secretariate Addu city Council 
Medhe - Aari Magu 
Hithadhoo, Addu City 
Republic of Maldives"
819,Wavefront Inn,Hulhumale' Lot. No. 10997,Kaafu,Male',Hulhumale',20,40,7977411,,"wavefrontmaldives@gmail,com",,"Wavefront Private Limited 

Male', Republic of Maldives","Ahmed Riuman Afeef 
Ma. Ease
Zamaanee Goalhi 
Male', Republic of Maldives"
820,Waves Inn,"Waves, Yoosufkaleyfaanu Magu",Raa,Maakurathu,,5,10,7786683,,"stay@wavesinn.com;
wavesinnmaldives@gmail.com",www.wavesinn.com,"Mohamed Shaam (SP)
Mohamed Shaam 
G. Birmingham Irumatheebai
Bokarumaa Goalhi , Male'
Republic of Maldives","Dhiyana Mohamed 
Waves, Yoosufkaleyfaanu Magu
Maakurathu, Raa Atoll
Republic of Maldives"
821,West Sands Ukulhas,Kinaaraa,Alifu Alifu,Ukulhas,,20,40,9651515,,info@westsandsukulhas.com,,"Blue Coral Pvt Ltd 
Ma. Selvina
Saimaa Goalhi 
Male', Republic of Maldives","Hussain Fiyaz
Faiyliyaage
Ukulhas, Alifu Alfu Atoll 
Republic of Maldives"
822,Whale Shark Villa,"Fini Roalhi, Heenaa Magu",Alifu Dhaalu,Fenfushi,,3,6,7905165,,hatthu@gmail.com,,"Whale Shark Boutique Pvt. Ltd.
G. Suthulige
Hadheebee Magu
Male', Republic of Maldives","Hawwa Mohamed 
Fini Roalhi
Fenfushi, Alifu Dhaalu Atoll
Republic of Maldives"
823,White Beach Holiday,"Hulhumale Lot No. 10124, Dhiggaamagu",Kaafu,Male',Hulhumale’,7,14,7774149,,wbeachholiday@gmail.com,,"Rest Investment Pvt Ltd 
H. Haali
Majeedhee Magu
Male', Republic of Maldives","Riyaz Rasheed 
Orchidmaage
Madifushi, Thaa Atoll
Republic of Maldives"
824,White Coral Rasdhoo,"Beach Villa, Bodu Magu",Alifu Alifu,Rasdhoo,,10,20,9990342,,reservations@whitecoralrasdhoo.com,www.whitecoralrasdhoo.com,"Maryam Rathifa 
Beach Rest 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Maryam Rathifa 
Beach Rest 
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives"
825,White Maakana Seaview,Kalhavathi,Vaavu,Keyodhoo,,8,4,7951965,,info@maakana-lodge.com,www.whitemaakanaa-lodge.com,"Adam Ibrahim 
Asrafeege 
Keyodhoo, Vaavu Atoll
Republic of Maldives","Ahmed Akram 
Minivan Asseyri 
Keyodhoo, Vaavu Atoll
Republic of Maldives"
826,White Maakanaa Lodge,Rivil,Vaavu,Keyodhoo,,5,10,7951965,,adamibrahimzz@hotmail.com,,"Adam Ibrahim 
Asrafeege
V. Keyodhoo
Republic of Maldives","Khadheeja Hussain 
Minivan Asseyri
V.Keyodhoo
Republic of Maldives"
827,White Maakanaa Seaview,Kalhavathi,Vaavu,Keyodhoo,,4,8,,,info@maakanaa-lodge.com,www.whitemaakanaa-lodge.com,"Adam Ibrahim
Asrafeege
Keyodhoo, Vaavu Atoll
Republic of Maldive","Ahmed Akram 
Minivan Asseyri
Keyodhoo, Vaavu Atoll
Republic of Maldives"
828,White Sand Dhigurah,"Iris, Kuri and Ithaa",Alifu Dhaalu,Dhigurah,,24,48,7931474,7931474,stay@whitesanddhigurah.com,www.whitesanddhigurah.com,"Hudhuveli Dhigurah Pvt Ltd 
Karisma
Adh. Dhigurah
Republic of Maldives
","1.Aishath Fifqa 
Karismaa, Adh. Dhigurah
Rep of Maldives
2.Mohamed Siyam 
Maafolheyge, Adh. Dhigurah
Rep of Maldives
3.Ibrahim Hassan 
Happy Night, Adh. Dhigurah
Republic of Maldives"
829,White Sand Himandhoo,White Sand,Alifu Alifu,Himandhoo,,4,8,7910210,,zainzoyaziyan@gmail.com,,"Zainal Ibad
Fine Sand
Himandhoo, Alifu Alifu Atoll
Republic of Maldives","Zainal Ibad
Fine Sand
Himandhoo, Alifu Alifu Atoll
Republic of Maldives"
830,White Tern Maldives,"Villa
Ameenee Magu",Alifu Dhaalu,Dhidhdhoo,,6,12,9498300,,hafiz@whiteternmaldives.com,www.whiteternmaldives.com,"Sky Enterprises Pvt Ltd 
Maalegan, Hikari
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Khadheeja Yoosuf
Huvadhumaage
Dhidhdhoo, Alifu Dhaalu Atoll
Republic of Maldives"
831,Whiteshell Island and Spa,Musthareege,Kaafu,Maafushi,,12,24,"9898772
7971516",,ismail@thewhiteshell.com,www.thewhiteshell.com,"Ismail Naseer 
Musthareege
K. Maafushi
Republic of Maldives","1. Mohamed Naseer , Musthareege, K. Maafushi
2. Ahmed Naseer , Musthareege, K. Maafushi
3. Ismail Naseer , Musthareege, K. Maafushi
4. Adam Naseer , Musthareege, K. Maafushi
5. Azeeza Ahmed , Musthareege, K. Maafushi 
6. Madheeha Hameed, Musthareege, K. Maafushi
7. Wadeeha Hameed , Dharus. K. Maafushi
8. Aminath Hameed, Musthareege, K. Maafushi
9. Fathimath Nuzha , Musthareege, K. Maafushi
10. Mariyam Zuha, Musthareege, K. Maafushi
(Legal heirs of the late Shahul Hameed, Musthareege
K. Maafushi, Republic of Maldives)"
